timestamp,topic,msg_type,_angular_velocity,_b,_g,_linear_velocity,_r,_theta,_x,_y
1762368215.6742494,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.6743462,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.6743913,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.674432,/turtle2/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.0,0.0,0.0
1762368215.6874483,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.68752,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.6875668,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.6876104,/turtle2/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.0,0.0,0.0
1762368215.707301,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.7074127,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.707462,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.7075086,/turtle2/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.0,0.0,0.0
1762368215.722309,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.7224567,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.7225196,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.722576,/turtle2/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.0,0.0,0.0
1762368215.738584,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.7387185,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.738788,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.7388759,/turtle2/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.0,0.0,0.0
1762368215.752847,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.752968,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.7530303,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.7530832,/turtle2/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.0,0.0,0.0
1762368215.770502,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.7706277,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.7706947,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.7707536,/turtle2/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.0,0.0,0.0
1762368215.7834008,/turtle1/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
1762368215.7835958,/turtle1/pose,turtlesim/msg/Pose,0.0,,,0.0,,0.800000011920929,5.544444561004639,5.544444561004639
1762368215.783661,/turtle2/color_sensor,turtlesim/msg/Color,,255,255,,255,,,
